Metric, 	Min, 	Max, 	Median
BDKCX.csv	mse 4.369855506052465,	r2 -74.55379166474806,	mae: 1.9393314629238352
BDKNX.csv	mse 4.445501145961873,	r2 -75.86905044173294,	mae: 1.9555472208079967
BFRCX.csv	mse 0.22658062009703384,	r2 -3.377972914956424,	mae: 0.44755848830636324
BGEFX.csv	mse 203.6531878872917,	r2 -150.445801991108,	mae: 14.034412388344238
BGRUX.csv	mse 2415.3240886314675,	r2 -95.56682644310312,	mae: 47.89785588730776
BGSIX.csv	mse 450.13386687384184,	r2 -2.4271487642669722,	mae: 19.517900565776397
BIADX.csv	mse 3.3115467009942448,	r2 -0.9341783736017797,	mae: 1.4908259778183033
BIGFX.csv	mse 38.69831702977134,	r2 -0.6246005562199961,	mae: 5.795865368565698
BIVRX.csv	mse 50.268425194969325,	r2 -43.93976657957461,	mae: 5.89259850170275
BMCRX.csv	mse 14.497438074993891,	r2 -1.1767849987624484,	mae: 3.5499494326627956
BMQIX.csv	mse 2.0221574019953636,	r2 -97.95074388311612,	mae: 1.3452588096507
BOPCX.csv	mse 25.61618818869063,	r2 -1.3531534340822415,	mae: 4.301468009934172
BPLBX.csv	mse 1.1605068295912915,	r2 -0.31098612701119266,	mae: 0.9920180937894595
BQMGX.csv	mse 15.82159649416784,	r2 -2.56522351025721,	mae: 3.565720232744385
BRCNX.csv	mse 1.3710577939484987,	r2 -3.0868702677910864,	mae: 0.9806575786932786
BRCYX.csv	mse 1.3592985788972958,	r2 -3.0757242790115003,	mae: 0.9765399593636848
BRKVX.csv	mse 6.2806144057757765,	r2 -9.154118795247232,	mae: 2.374391602645164
BRMIX.csv	mse 15.056641824290946,	r2 -32.487620860999236,	mae: 3.5849125749442456
BRXVX.csv	mse 4.486624157619181,	r2 -9.459574815698794,	mae: 2.005573115281909
BSNIX.csv	mse 1.460589091856075,	r2 -127.61827156182389,	mae: 1.1442662040416924
BSVIX.csv	mse 4.549890428162292,	r2 0.02266642281255593,	mae: 1.8328283419141702
BUIIX.csv	mse 34.83687696658386,	r2 -49.21659077322347,	mae: 5.382499802397855
CAAMX.csv	mse 0.7819069118045159,	r2 0.3154177954169892,	mae: 0.819423814134014
CAFFX.csv	mse 36.98243050368403,	r2 -0.33492066018892985,	mae: 5.070288374221717
CAMZX.csv	mse 56.464660702013454,	r2 -6.1627528836429235,	mae: 7.288088756203282
CARFX.csv	mse 11.12556200818266,	r2 -11.56371653817697,	mae: 3.2114937676046265
CBBKX.csv	mse 4.674926677055239,	r2 -27.57271626448087,	mae: 2.1234838444450164
CBUZX.csv	mse 1.1969635909230751,	r2 -0.07763877516042594,	mae: 1.0350860120032954
CCAMX.csv	mse 0.2621084540257525,	r2 -2.4493622560621384,	mae: 0.41040090158229314
CCGCX.csv	mse 42.40364560849102,	r2 -108.60623661189413,	mae: 6.373599129769179
CCYIX.csv	mse 20.572251246116725,	r2 0.43373284048509153,	mae: 3.597884256829307
CDGIX.csv	mse 9.729941145772111,	r2 -19.214829123932027,	mae: 3.052649212311676
CDIVX.csv	mse 1.8008367838722346,	r2 -0.5445468762360186,	mae: 1.0871888575794182
CEBRX.csv	mse 5.843558035816532,	r2 -4.663612104985697,	mae: 2.128884404163045
CENEX.csv	mse 0.9943668498495678,	r2 -6.156642276604261,	mae: 0.8843637447653959
CESGX.csv	mse 0.5474324008696533,	r2 -3.0369930154689637,	mae: 0.6395280477996803
CFJAX.csv	mse 42.290556733984786,	r2 -30.076823992162467,	mae: 5.987306471160638
CFJIX.csv	mse 42.56439358752883,	r2 -30.185329759182512,	mae: 6.00824914365716
CGCYX.csv	mse 409.27623157200765,	r2 -21.285619552108408,	mae: 19.85293214025638
CIOIX.csv	mse 10.550017450773156,	r2 -6.578647565546322,	mae: 3.0398054061713142
CIQGX.csv	mse 3.9473403548582073,	r2 -105.9785232737351,	mae: 1.8582991566025564
CIRFX.csv	mse 88.42020823064969,	r2 -9.608396886888835,	mae: 9.09923853325781
CISIX.csv	mse 41.777695388473475,	r2 -4.496632554648811,	mae: 5.3774967385381895
CLBAX.csv	mse 10.902087708705608,	r2 -2.8281410246150247,	mae: 2.9128445507934315
CLDIX.csv	mse 37.10868808644884,	r2 -65.54148413910744,	mae: 5.880559335450084
CLMPX.csv	mse 4.470272975958239,	r2 0.283383204605389,	mae: 1.9621532689183387
CLSRX.csv	mse 30.353838959896603,	r2 -26.295313485710672,	mae: 5.463357979706723
CMPIX.csv	mse 1.2084207975337877,	r2 -1.338199922948344,	mae: 0.8833833659013464
CMVIX.csv	mse 12.041745646808225,	r2 -0.8436015407809192,	mae: 3.2237966612871176
CNDTX.csv	mse 36.81673477500278,	r2 -3.542374919325284,	mae: 4.896456746387353
CNLCX.csv	mse 7.489198097963971,	r2 -16.69316099759311,	mae: 2.506597230696765
CNSDX.csv	mse 30.505612826472124,	r2 -0.1426949612418702,	mae: 5.342264464140121
COCVX.csv	mse 0.5482093723269504,	r2 -0.18799868083228466,	mae: 0.6357274115787217
CPLSX.csv	mse 5.627700330179243,	r2 -19.875119717929856,	mae: 2.2255340422408443
CRIRX.csv	mse 211.854717779758,	r2 -5.165529019341555,	mae: 12.760341763101051
CSDAX.csv	mse 0.5424957161333726,	r2 -0.5586540451889344,	mae: 0.6586231787558825
CSINX.csv	mse 0.6754529656708463,	r2 -1.0005426352464002,	mae: 0.6011145728936719
CSJCX.csv	mse 228.8639850278316,	r2 -28.668560357867097,	mae: 14.734244846792135
CSNRX.csv	mse 5.070283106803232,	r2 -0.5860928690366638,	mae: 1.9893697678360884
CSPFX.csv	mse 251.63689590240762,	r2 -0.41693927771624395,	mae: 13.716447900935112
CSRRX.csv	mse 11.593755510383767,	r2 -0.6901266484120434,	mae: 3.0550117664485534
CSTIX.csv	mse 0.22076785489149578,	r2 -100.50246201907844,	mae: 0.41244626927726885
CTFEX.csv	mse 1.155925861547681,	r2 -1.7850155502023304,	mae: 0.9651847846121052
CTHCX.csv	mse 129.96117210137663,	r2 -1.7071144419604751,	mae: 10.668032217404193
CTSFX.csv	mse 1.3598552447082641,	r2 -0.8370612663409465,	mae: 1.0757805820712254
CUGZX.csv	mse 10.531711544827798,	r2 -1.1744546189181375,	mae: 2.5788441427402247
CUSCX.csv	mse 55.14318268549207,	r2 -28.570401112490206,	mae: 7.378658987138303
CUSOX.csv	mse 0.03220773714750679,	r2 -14.765114056829763,	mae: 0.16049923897028667
CVGRX.csv	mse 110.44712870409666,	r2 -2.4797249101514587,	mae: 9.418562693399426
CYYYX.csv	mse 26.443935481534602,	r2 -8.385789782198692,	mae: 4.566401282023751
DAFGX.csv	mse 182.61661247806208,	r2 -3.409383905957859,	mae: 12.077088336917537
DBALX.csv	mse 4.510299892445345,	r2 -17.124340589215556,	mae: 1.9574133474651283
DBRIX.csv	mse 13.715346441011294,	r2 -43.3854364247682,	mae: 3.6096850477867704
DCNJX.csv	mse 0.5890362583432375,	r2 -0.07818523831594648,	mae: 0.684366968652479
DCREX.csv	mse 9.488539221188883,	r2 0.19308825401360064,	mae: 2.340417685506296
DDFIX.csv	mse 6.80697472219461,	r2 -0.8855540079053745,	mae: 2.285607602612354
DDIIX.csv	mse 6.701536731932501,	r2 -7.565507593347112,	mae: 2.5245507548825388
DEOPX.csv	mse 14.578817518769457,	r2 -0.6434124281369791,	mae: 3.6085294918832114
DFCFX.csv	mse 0.08928215210069981,	r2 -1.3634315129261134,	mae: 0.23384639252021844
DFEOX.csv	mse 28.61178868468196,	r2 -6.05117237771155,	mae: 4.65737088157451
DFRTX.csv	mse 0.7385280216064708,	r2 -17.148476952243392,	mae: 0.8317756365223768
DHIRX.csv	mse 0.08392182832692788,	r2 -0.18083994077153043,	mae: 0.24201373367532383
DHQCX.csv	mse 2.944168879052757,	r2 -9.104474724424948,	mae: 1.61101914795614
DHRYX.csv	mse 3.023318934982218,	r2 -42.383852770485504,	mae: 1.70490760798058
DHTYX.csv	mse 13.23604771006252,	r2 -2.195799666963105,	mae: 2.800050380865878
DIBAX.csv	mse 2.209762210545039,	r2 0.06835441344617477,	mae: 1.3049410847359246
DIFDX.csv	mse 0.8867410747238557,	r2 0.13120367795903454,	mae: 0.7693766186724891
DINDX.csv	mse 0.09487080547667218,	r2 0.16704446411937424,	mae: 0.2826041253876939
DISSX.csv	mse 77.91929384092909,	r2 -3.2625504197939694,	mae: 8.506821492449278
DLREX.csv	mse 13.833036833720646,	r2 -43.75715139017013,	mae: 3.6253664776965304
DMAIX.csv	mse 1.573907693644807,	r2 -36.37592177406009,	mae: 1.2322252776655787
DMREX.csv	mse 0.22700359362736888,	r2 -10.785943008082555,	mae: 0.39644598810929743
DPCFX.csv	mse 1.377214188547649,	r2 -1.3770399912011464,	mae: 0.9652498531835884
DRILX.csv	mse 14.440368094722475,	r2 -21.820211479480054,	mae: 3.6151513004693774
DRLYX.csv	mse 1.4305727400034705,	r2 -0.06276998408434875,	mae: 1.088538767780401
DRNYX.csv	mse 1.0589197551743925,	r2 -0.3675562229980516,	mae: 0.8959213456128997
DTFIX.csv	mse 0.8986875592176947,	r2 0.2117138997445469,	mae: 0.8844042734846143
DTSVX.csv	mse 158.94743688412717,	r2 -46.52077642871623,	mae: 12.421649103695382
DURAX.csv	mse 6.5352158809690994,	r2 -6.293402771613276,	mae: 2.3409202132430806
DVFZX.csv	mse 3.5889253087364223,	r2 -7.015145136452428,	mae: 1.8577396177850276
DVMHX.csv	mse 0.4845182709640595,	r2 -0.00932269815118536,	mae: 0.6308589371626384
DVOIX.csv	mse 3.7812857324777798,	r2 -93.20292202735054,	mae: 1.9212355546519329
EACAX.csv	mse 0.5165466155630116,	r2 -0.9381617151855002,	mae: 0.6163388095622289
EARGX.csv	mse 53.767856572233306,	r2 -6.302505543044918,	mae: 7.0901748182833595
EFECX.csv	mse 0.49498087728475826,	r2 -0.5815460984765712,	mae: 0.5956451820577999
EGFIX.csv	mse 301.6972400890662,	r2 -1.4554937591125001,	mae: 15.765646611577147
EGRAX.csv	mse 0.37987636851269435,	r2 -1.9427129653064057,	mae: 0.5157336600440823
EIHIX.csv	mse 0.09648511346773032,	r2 -0.9250778399429525,	mae: 0.28436225378744684
EIHMX.csv	mse 0.6611394525149076,	r2 -0.7964257756741877,	mae: 0.6894997641590703
EIMGX.csv	mse 43.91277990967101,	r2 -5.0802523721555435,	mae: 6.24441742541175
EITEX.csv	mse 31.732996470208697,	r2 0.10898072952302762,	mae: 4.907510941585813
EKSDX.csv	mse 0.1711505243212681,	r2 0.23333477587302398,	mae: 0.32896991578946433
EKWCX.csv	mse 845.7751141571496,	r2 -41.64532684770329,	mae: 25.694668820143047
ELCIX.csv	mse 39.442077916396215,	r2 -0.5727415672740115,	mae: 5.779033709109415
EMRCX.csv	mse 29.515925939810312,	r2 -1.2366948183899016,	mae: 4.921287175795621
EMRGX.csv	mse 19.655215329782077,	r2 -48.14440983626763,	mae: 4.315739261935776
EMRYX.csv	mse 39.803951205731536,	r2 -1.4128148485574141,	mae: 5.692779977474098
EMRZX.csv	mse 104.94653153342972,	r2 -416.9871096139403,	mae: 9.52448512024899
EPASX.csv	mse 7.184133971912407,	r2 0.11694550146037974,	mae: 1.9209477694737336
EQIDX.csv	mse 4.618554747159662,	r2 -2.1904024325418896,	mae: 1.8404145119580304
ERIFX.csv	mse 10.371145377928208,	r2 -115.77918922544823,	mae: 3.148101581084716
ERSMX.csv	mse 14.461891521891685,	r2 -0.32875678363764593,	mae: 3.3991049751399
ESIDX.csv	mse 7.8544830240064165,	r2 -3.1754534634876963,	mae: 2.291276915668826
ETCHX.csv	mse 554.9354081674844,	r2 -14.04683908841448,	mae: 21.821081165542004
FADTX.csv	mse 343.3851046573141,	r2 -0.8657504203739568,	mae: 16.778869057727654
FAFJX.csv	mse 0.8591970178044152,	r2 -14.722011635279959,	mae: 0.8526853694295325
FALZX.csv	mse 1.9531656126030328,	r2 -29.087141519230165,	mae: 1.3698561223560861
FAMVX.csv	mse 152.09714182180517,	r2 -3.2829148119882907,	mae: 10.686565555099023
FATHX.csv	mse 3.4952879202593348,	r2 -0.08024927339850207,	mae: 1.503272282250575
FATIX.csv	mse 407.8278526457414,	r2 -0.8988096051924437,	mae: 18.181473407772046
FAYZX.csv	mse 21.808474364724766,	r2 -65.18074392458557,	mae: 4.381562110847821
FBBTX.csv	mse 4.959546009265587,	r2 -10.887397368671298,	mae: 1.9918448692857336
FBGLX.csv	mse 27.753270048393695,	r2 -83.15660395608812,	mae: 5.233372793109943
FBNIX.csv	mse 0.1864869230377829,	r2 -60.80622244705596,	mae: 0.4283976802580033
FBSRX.csv	mse 201.45530258311857,	r2 -20.570503634054543,	mae: 13.931700861543197
FCADX.csv	mse 64.44075181319782,	r2 -0.11351690377404777,	mae: 7.04869894991807
FCBAX.csv	mse 3.2331045553343114,	r2 -1.583918423068598,	mae: 1.4554754543239834
FCBYX.csv	mse 0.4094000506030744,	r2 0.2630967176174367,	mae: 0.5498736583215135
FCIRX.csv	mse 11.783576805229721,	r2 -8.581300078046233,	mae: 3.3442062436334536
FCLTX.csv	mse 48.87924354556732,	r2 -1.076046845575422,	mae: 5.905670488915003
FDKFX.csv	mse 12.926404540333568,	r2 -89.82908150778518,	mae: 3.2395657866553123
FDKTX.csv	mse 16.118063952275268,	r2 -12.839084172946228,	mae: 3.708886510527007
FDSCX.csv	mse 126.73253925067164,	r2 -10.12667432319286,	mae: 10.948508304993421
FEBAX.csv	mse 0.45675366284792324,	r2 -0.3613683360912303,	mae: 0.5320587975590417
FEDTX.csv	mse 6.269639754438962,	r2 -0.7044347164883018,	mae: 2.299146221402459
FEUPX.csv	mse 551.2002244148065,	r2 -54.648673104299014,	mae: 23.28958247709904
FFECX.csv	mse 37.626623808700984,	r2 -37.86477193135374,	mae: 6.002170454827947
FFEIX.csv	mse 38.13417633478604,	r2 -37.58762833016901,	mae: 6.043616894863516
FFGRX.csv	mse 348.4913255321991,	r2 -407.369538391584,	mae: 17.632578634380714
FFRFX.csv	mse 0.7689430461217561,	r2 -301.2871925785801,	mae: 0.8189428498907205
FFTHX.csv	mse 4.344389871952895,	r2 -0.054314973102387754,	mae: 1.9302472098849257
FFTYX.csv	mse 75.51958293861775,	r2 -118.34490223784528,	mae: 8.532600306563078
FGATX.csv	mse 0.47722305603239645,	r2 0.09426338822529712,	mae: 0.6421828952032
FGDMX.csv	mse 150.87112089589064,	r2 -1.080273647604331,	mae: 10.78275742500631
FGOAX.csv	mse 1.0690546536591692,	r2 -1.6250565796958325,	mae: 0.8075461155249215
FGTBX.csv	mse 2.0673103697016812,	r2 -31.533554243788814,	mae: 1.4189119667374153
FGTKX.csv	mse 27.231765852181674,	r2 -102.72277326038677,	mae: 5.18896615334056
FHLFX.csv	mse 0.9446796665798771,	r2 -0.7031242122039603,	mae: 0.6688320374472461
FHLKX.csv	mse 5.404011445344113,	r2 -219.98390906344548,	mae: 2.1730802111179184
FHMIX.csv	mse 0.0,	r2 1.0,	mae: 0.0
FHVDX.csv	mse 1.491036033996149,	r2 -4.27772729595453,	mae: 1.0186981691589643
FIDCX.csv	mse 8.73769367920412,	r2 0.140585147634947,	mae: 2.1740142527593203
FIGFX.csv	mse 6.825597421116556,	r2 -0.8506473896529902,	mae: 2.2887181215328423
FIHBX.csv	mse 0.35027753982894555,	r2 0.3018091522705634,	mae: 0.563457187991121
FIIMX.csv	mse 38.511841656159945,	r2 -4.703187693801296,	mae: 5.885393287640654
FIJBX.csv	mse 1.1080676434315102,	r2 -22.826565024211128,	mae: 0.9518628378260202
FIJLX.csv	mse 1.1698816464877633,	r2 -14.9259358751962,	mae: 0.9026102829103354
FIJWX.csv	mse 0.058443595467363274,	r2 -18.99970947552345,	mae: 0.2024249643754715
FINFX.csv	mse 109.01438958042664,	r2 -1.5970986513811867,	mae: 8.757019754112475
FIOOX.csv	mse 1.3196548525968754,	r2 -1.5305279182696365,	mae: 1.0088589722731598
FIRFX.csv	mse 137.23456975475685,	r2 -4.356467490263953,	mae: 11.403938502405383
FIVQX.csv	mse 4.348106406087195,	r2 -11.134710666786654,	mae: 1.9887744533228384
FJAHX.csv	mse 0.5948952598075133,	r2 -4.738430302937775,	mae: 0.5970549976288733
FJEFX.csv	mse 0.7328979661735212,	r2 -4.6493507878513185,	mae: 0.6704914009492106
FKNRX.csv	mse 0.24546190617813696,	r2 -5.564400704837629,	mae: 0.4323951628657776
FKQTX.csv	mse 0.42261182450941553,	r2 -9.753643450688287,	mae: 0.5829755691658108
FKSTX.csv	mse 0.129692706766341,	r2 0.41867305553844725,	mae: 0.29410869433655296
FLDAX.csv	mse 0.08988593306501236,	r2 0.3112707591067708,	mae: 0.27910816591513266
FLDRX.csv	mse 0.3560440721281838,	r2 -165.68729968548053,	mae: 0.5457236604675633
FLOTX.csv	mse 0.21277791046575145,	r2 -42.442156720091035,	mae: 0.4562123396698414
FLRLX.csv	mse 39.56726363375891,	r2 -60.86053967130335,	mae: 6.124510549382236
FLRRX.csv	mse 0.41846684601414913,	r2 -5.926611477805605,	mae: 0.5965301487078879
FLSJX.csv	mse 46.23720765376477,	r2 -76.7849482999604,	mae: 6.648954721959681
FLSPX.csv	mse 3.3021590611665967,	r2 -15.92844027218531,	mae: 1.6784970121272766
FMIUX.csv	mse 56.60653645086834,	r2 -19.935160736679627,	mae: 7.334468249041969
FMNEX.csv	mse 5.72934914316151,	r2 -10.131618819842473,	mae: 2.3017736645003413
FMNZX.csv	mse 0.7969606689284637,	r2 -0.2167345280100217,	mae: 0.7783870503240452
FMRGX.csv	mse 4.02980427015448,	r2 -74.62878669308758,	mae: 1.7787620978851695
FNCRX.csv	mse 282.38502256657483,	r2 -20.041873019266863,	mae: 15.496109562453086
FNCSX.csv	mse 59.87672425419395,	r2 -18.122964046683848,	mae: 6.655230457743033
FNGLX.csv	mse 22.51052108140008,	r2 -85.58321997392329,	mae: 4.710830288963983
FNIAX.csv	mse 34.94476215268058,	r2 -0.13793486631770713,	mae: 5.394704280781722
FNMAX.csv	mse 0.642432567241878,	r2 0.034199515937565095,	mae: 0.7347432838244353
FNMIX.csv	mse 1.3272279853101374,	r2 0.3687951590438536,	mae: 1.0424838292248404
FNRAX.csv	mse 359.92323576145736,	r2 -20.638275941715374,	mae: 17.475390993873134
FNYPX.csv	mse 0.644632308753442,	r2 0.032947105813494915,	mae: 0.7361527894964109
FOSBX.csv	mse 35.777985273289104,	r2 -1.8497031249310374,	mae: 5.117951942583252
FPADX.csv	mse 9.292487407366341,	r2 -3.521339678995764,	mae: 2.633903279297921
FPEFX.csv	mse 4.2860104508405055,	r2 -0.16585347604849887,	mae: 1.825803161206436
FQTHX.csv	mse 0.602246349898179,	r2 -28.858153051577524,	mae: 0.6518808598414138
FRSAX.csv	mse 0.06608102254476492,	r2 0.6006543671573031,	mae: 0.24204901645762908
FRVLX.csv	mse 571.5308416445956,	r2 -23.018054258754425,	mae: 23.530855927617402
FSHCX.csv	mse 665.4895615747529,	r2 -23.507413668733097,	mae: 25.17077887409709
FSMBX.csv	mse 0.7077643035805081,	r2 -1.211911975836224,	mae: 0.7071660722020656
FSMQX.csv	mse 0.336130842164967,	r2 -5.225157583926048,	mae: 0.5507894732113168
FSNZX.csv	mse 15.685933398864467,	r2 -60.90686286615255,	mae: 3.9384219960398545
FSOAX.csv	mse 587.7891019056655,	r2 -102.82291639317037,	mae: 23.663196671064064
FSTGX.csv	mse 1.1077376430823105,	r2 -3.203605387929076,	mae: 0.8582963149995173
FSUVX.csv	mse 12.440592612650123,	r2 -28.936377817271126,	mae: 3.2333989968739756
FTCEX.csv	mse 2.3084078335186455,	r2 -0.6014499051954965,	mae: 1.260111370205467
FTEJX.csv	mse 15.181256480682679,	r2 -3.246237816389648,	mae: 3.4112557217669193
FTFMX.csv	mse 0.6406566709317506,	r2 0.03560240763158262,	mae: 0.7338783009624262
FTGOX.csv	mse 2.602223980351296,	r2 -0.15968245303060646,	mae: 1.4526343658850531
FTGRX.csv	mse 53.40542311144381,	r2 -38.84098368773478,	mae: 7.016960394955257
FTISX.csv	mse 28.723325908711367,	r2 -1.8805622567281968,	mae: 4.6933361795148265
FTLSX.csv	mse 2.2499110048337077,	r2 -56.9459770457882,	mae: 1.4838443229122396
FTMSX.csv	mse 63.411616897909795,	r2 -26.634867633245808,	mae: 7.808565150498395
FTXFX.csv	mse 116.89900523964685,	r2 -19.54313524951908,	mae: 10.735984697324875
FUGIX.csv	mse 15.458885992557262,	r2 -1.976057932005733,	mae: 3.435754071753067
FUSRX.csv	mse 0.21468512188323088,	r2 -0.36927437561108944,	mae: 0.36953112725034265
FVLIX.csv	mse 16.61692255454662,	r2 -24.141899208995753,	mae: 3.9548189028030194
FVRMX.csv	mse 229.11539287553057,	r2 -29.507937752255902,	mae: 14.776653031090133
FWDGX.csv	mse 16.31796676720507,	r2 -198.18177317308584,	mae: 3.864371183974539
GAIEX.csv	mse 3.3244671313055174,	r2 -0.5314458805861035,	mae: 1.6929341388261612
GAMPX.csv	mse 12.039989937721773,	r2 -79.20221957182221,	mae: 3.156755399079839
GBUSX.csv	mse 1.5588084854135504,	r2 -23.319952903068668,	mae: 1.1682300018436205
GCEBX.csv	mse 2.305095121271436,	r2 -1.2066278034006261,	mae: 1.4168081156681938
GCGCX.csv	mse 11.888866492325322,	r2 0.1364884536805019,	mae: 2.790012947075358
GEDTX.csv	mse 14.28339493563096,	r2 0.031980205759201796,	mae: 3.531141298041933
GEMMX.csv	mse 165.3977450283171,	r2 -2.8466321827882703,	mae: 10.52249545764656
GEQYX.csv	mse 28.170279737171683,	r2 -1.9462182181044545,	mae: 4.717442950394843
GETGX.csv	mse 128.59037632142434,	r2 -17.744387640577337,	mae: 11.098702884806023
GGZPX.csv	mse 13.27723879372624,	r2 -12.829223765218655,	mae: 3.598988621798352
